rating_gap,outcome_type
200,Expected (Higher Rated Won)
101,Expected (Higher Rated Won)
619,Expected (Higher Rated Won)
641,Upset (Lower Rated Won)
713,Expected (Higher Rated Won)
315,Expected (Higher Rated Won)
516,Expected (Higher Rated Won)
388,Expected (Higher Rated Won)
309,Expected (Higher Rated Won)
438,Expected (Higher Rated Won)
599,Expected (Higher Rated Won)
198,Expected (Higher Rated Won)
198,Upset (Lower Rated Won)
95,Expected (Higher Rated Won)
183,Expected (Higher Rated Won)
284,Expected (Higher Rated Won)
248,Expected (Higher Rated Won)
136,Expected (Higher Rated Won)
329,Expected (Higher Rated Won)
129,Expected (Higher Rated Won)
8,Upset (Lower Rated Won)
188,Upset (Lower Rated Won)
262,Expected (Higher Rated Won)
91,Upset (Lower Rated Won)
262,Upset (Lower Rated Won)
724,Expected (Higher Rated Won)
65,Upset (Lower Rated Won)
330,Upset (Lower Rated Won)
241,Expected (Higher Rated Won)
352,Expected (Higher Rated Won)
333,Expected (Higher Rated Won)
312,Expected (Higher Rated Won)
522,Expected (Higher Rated Won)
467,Expected (Higher Rated Won)
672,Expected (Higher Rated Won)
135,Upset (Lower Rated Won)
81,Upset (Lower Rated Won)
147,Upset (Lower Rated Won)
26,Upset (Lower Rated Won)
81,Upset (Lower Rated Won)
0,Expected (Higher Rated Won)
28,Expected (Higher Rated Won)
88,Upset (Lower Rated Won)
127,Upset (Lower Rated Won)
74,Upset (Lower Rated Won)
203,Expected (Higher Rated Won)
67,Upset (Lower Rated Won)
129,Expected (Higher Rated Won)
94,Upset (Lower Rated Won)
32,Expected (Higher Rated Won)
6,Upset (Lower Rated Won)
74,Upset (Lower Rated Won)
504,Upset (Lower Rated Won)
55,Expected (Higher Rated Won)
475,Upset (Lower Rated Won)
388,Expected (Higher Rated Won)
55,Upset (Lower Rated Won)
142,Upset (Lower Rated Won)
172,Upset (Lower Rated Won)
22,Upset (Lower Rated Won)
466,Expected (Higher Rated Won)
188,Upset (Lower Rated Won)
341,Expected (Higher Rated Won)
341,Expected (Higher Rated Won)
140,Upset (Lower Rated Won)
264,Upset (Lower Rated Won)
154,Upset (Lower Rated Won)
362,Upset (Lower Rated Won)
349,Upset (Lower Rated Won)
362,Expected (Higher Rated Won)
413,Upset (Lower Rated Won)
362,Upset (Lower Rated Won)
158,Upset (Lower Rated Won)
93,Upset (Lower Rated Won)
161,Expected (Higher Rated Won)
63,Upset (Lower Rated Won)
161,Upset (Lower Rated Won)
163,Expected (Higher Rated Won)
283,Upset (Lower Rated Won)
446,Upset (Lower Rated Won)
211,Expected (Higher Rated Won)
295,Upset (Lower Rated Won)
298,Upset (Lower Rated Won)
722,Expected (Higher Rated Won)
20,Upset (Lower Rated Won)
10,Expected (Higher Rated Won)
244,Expected (Higher Rated Won)
153,Upset (Lower Rated Won)
287,Expected (Higher Rated Won)
168,Expected (Higher Rated Won)
389,Expected (Higher Rated Won)
705,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
109,Expected (Higher Rated Won)
33,Upset (Lower Rated Won)
66,Expected (Higher Rated Won)
22,Expected (Higher Rated Won)
34,Upset (Lower Rated Won)
79,Expected (Higher Rated Won)
171,Expected (Higher Rated Won)
139,Expected (Higher Rated Won)
2,Upset (Lower Rated Won)
212,Upset (Lower Rated Won)
7,Expected (Higher Rated Won)
303,Expected (Higher Rated Won)
120,Expected (Higher Rated Won)
97,Upset (Lower Rated Won)
4,Upset (Lower Rated Won)
148,Upset (Lower Rated Won)
396,Upset (Lower Rated Won)
247,Expected (Higher Rated Won)
212,Upset (Lower Rated Won)
68,Expected (Higher Rated Won)
468,Upset (Lower Rated Won)
384,Expected (Higher Rated Won)
184,Upset (Lower Rated Won)
91,Expected (Higher Rated Won)
88,Expected (Higher Rated Won)
137,Expected (Higher Rated Won)
41,Upset (Lower Rated Won)
43,Upset (Lower Rated Won)
108,Expected (Higher Rated Won)
17,Upset (Lower Rated Won)
14,Expected (Higher Rated Won)
9,Expected (Higher Rated Won)
37,Upset (Lower Rated Won)
191,Expected (Higher Rated Won)
27,Expected (Higher Rated Won)
77,Expected (Higher Rated Won)
110,Expected (Higher Rated Won)
4,Expected (Higher Rated Won)
47,Expected (Higher Rated Won)
89,Expected (Higher Rated Won)
12,Upset (Lower Rated Won)
11,Upset (Lower Rated Won)
74,Upset (Lower Rated Won)
67,Upset (Lower Rated Won)
511,Expected (Higher Rated Won)
517,Upset (Lower Rated Won)
47,Expected (Higher Rated Won)
227,Expected (Higher Rated Won)
201,Upset (Lower Rated Won)
187,Expected (Higher Rated Won)
201,Expected (Higher Rated Won)
261,Expected (Higher Rated Won)
264,Expected (Higher Rated Won)
188,Upset (Lower Rated Won)
65,Expected (Higher Rated Won)
228,Expected (Higher Rated Won)
190,Expected (Higher Rated Won)
59,Expected (Higher Rated Won)
249,Expected (Higher Rated Won)
113,Expected (Higher Rated Won)
136,Upset (Lower Rated Won)
4,Upset (Lower Rated Won)
21,Upset (Lower Rated Won)
6,Expected (Higher Rated Won)
490,Expected (Higher Rated Won)
50,Upset (Lower Rated Won)
95,Upset (Lower Rated Won)
15,Upset (Lower Rated Won)
188,Upset (Lower Rated Won)
264,Expected (Higher Rated Won)
223,Expected (Higher Rated Won)
78,Expected (Higher Rated Won)
74,Expected (Higher Rated Won)
104,Expected (Higher Rated Won)
222,Expected (Higher Rated Won)
212,Expected (Higher Rated Won)
90,Expected (Higher Rated Won)
104,Expected (Higher Rated Won)
485,Expected (Higher Rated Won)
12,Expected (Higher Rated Won)
40,Upset (Lower Rated Won)
52,Expected (Higher Rated Won)
123,Expected (Higher Rated Won)
98,Upset (Lower Rated Won)
332,Expected (Higher Rated Won)
92,Expected (Higher Rated Won)
165,Expected (Higher Rated Won)
278,Expected (Higher Rated Won)
28,Upset (Lower Rated Won)
54,Upset (Lower Rated Won)
113,Expected (Higher Rated Won)
269,Expected (Higher Rated Won)
135,Expected (Higher Rated Won)
280,Expected (Higher Rated Won)
163,Expected (Higher Rated Won)
9,Upset (Lower Rated Won)
82,Expected (Higher Rated Won)
218,Expected (Higher Rated Won)
53,Expected (Higher Rated Won)
44,Expected (Higher Rated Won)
62,Upset (Lower Rated Won)
30,Expected (Higher Rated Won)
56,Upset (Lower Rated Won)
150,Expected (Higher Rated Won)
77,Upset (Lower Rated Won)
260,Upset (Lower Rated Won)
47,Expected (Higher Rated Won)
39,Upset (Lower Rated Won)
255,Expected (Higher Rated Won)
171,Expected (Higher Rated Won)
388,Expected (Higher Rated Won)
273,Expected (Higher Rated Won)
205,Expected (Higher Rated Won)
180,Expected (Higher Rated Won)
26,Expected (Higher Rated Won)
31,Upset (Lower Rated Won)
9,Upset (Lower Rated Won)
5,Expected (Higher Rated Won)
108,Expected (Higher Rated Won)
76,Upset (Lower Rated Won)
75,Expected (Higher Rated Won)
127,Expected (Higher Rated Won)
46,Upset (Lower Rated Won)
201,Upset (Lower Rated Won)
135,Expected (Higher Rated Won)
91,Expected (Higher Rated Won)
8,Expected (Higher Rated Won)
260,Upset (Lower Rated Won)
241,Expected (Higher Rated Won)
421,Expected (Higher Rated Won)
144,Expected (Higher Rated Won)
84,Expected (Higher Rated Won)
83,Expected (Higher Rated Won)
145,Upset (Lower Rated Won)
458,Expected (Higher Rated Won)
147,Expected (Higher Rated Won)
211,Expected (Higher Rated Won)
129,Upset (Lower Rated Won)
120,Expected (Higher Rated Won)
138,Upset (Lower Rated Won)
84,Expected (Higher Rated Won)
39,Expected (Higher Rated Won)
86,Upset (Lower Rated Won)
15,Upset (Lower Rated Won)
353,Upset (Lower Rated Won)
484,Upset (Lower Rated Won)
391,Expected (Higher Rated Won)
380,Upset (Lower Rated Won)
608,Expected (Higher Rated Won)
214,Expected (Higher Rated Won)
12,Expected (Higher Rated Won)
12,Upset (Lower Rated Won)
387,Expected (Higher Rated Won)
216,Expected (Higher Rated Won)
48,Expected (Higher Rated Won)
49,Upset (Lower Rated Won)
47,Expected (Higher Rated Won)
17,Upset (Lower Rated Won)
100,Upset (Lower Rated Won)
207,Upset (Lower Rated Won)
131,Expected (Higher Rated Won)
360,Expected (Higher Rated Won)
158,Expected (Higher Rated Won)
123,Expected (Higher Rated Won)
240,Expected (Higher Rated Won)
73,Expected (Higher Rated Won)
337,Upset (Lower Rated Won)
48,Upset (Lower Rated Won)
139,Expected (Higher Rated Won)
100,Expected (Higher Rated Won)
49,Expected (Higher Rated Won)
92,Upset (Lower Rated Won)
278,Expected (Higher Rated Won)
45,Expected (Higher Rated Won)
27,Expected (Higher Rated Won)
103,Upset (Lower Rated Won)
37,Upset (Lower Rated Won)
104,Expected (Higher Rated Won)
22,Expected (Higher Rated Won)
36,Expected (Higher Rated Won)
131,Upset (Lower Rated Won)
116,Expected (Higher Rated Won)
12,Expected (Higher Rated Won)
51,Expected (Higher Rated Won)
104,Upset (Lower Rated Won)
45,Expected (Higher Rated Won)
114,Upset (Lower Rated Won)
165,Expected (Higher Rated Won)
29,Expected (Higher Rated Won)
203,Expected (Higher Rated Won)
105,Expected (Higher Rated Won)
95,Expected (Higher Rated Won)
89,Expected (Higher Rated Won)
58,Expected (Higher Rated Won)
3,Expected (Higher Rated Won)
37,Expected (Higher Rated Won)
23,Upset (Lower Rated Won)
243,Expected (Higher Rated Won)
30,Expected (Higher Rated Won)
132,Upset (Lower Rated Won)
155,Expected (Higher Rated Won)
63,Upset (Lower Rated Won)
172,Expected (Higher Rated Won)
27,Expected (Higher Rated Won)
507,Expected (Higher Rated Won)
124,Expected (Higher Rated Won)
158,Expected (Higher Rated Won)
324,Expected (Higher Rated Won)
94,Upset (Lower Rated Won)
534,Expected (Higher Rated Won)
123,Expected (Higher Rated Won)
101,Expected (Higher Rated Won)
246,Expected (Higher Rated Won)
133,Upset (Lower Rated Won)
161,Expected (Higher Rated Won)
302,Expected (Higher Rated Won)
302,Expected (Higher Rated Won)
302,Upset (Lower Rated Won)
1,Expected (Higher Rated Won)
96,Expected (Higher Rated Won)
118,Upset (Lower Rated Won)
66,Upset (Lower Rated Won)
84,Expected (Higher Rated Won)
89,Upset (Lower Rated Won)
139,Expected (Higher Rated Won)
201,Expected (Higher Rated Won)
13,Expected (Higher Rated Won)
1,Upset (Lower Rated Won)
10,Expected (Higher Rated Won)
1,Expected (Higher Rated Won)
286,Expected (Higher Rated Won)
193,Expected (Higher Rated Won)
2,Expected (Higher Rated Won)
193,Upset (Lower Rated Won)
105,Expected (Higher Rated Won)
1,Upset (Lower Rated Won)
1,Upset (Lower Rated Won)
286,Expected (Higher Rated Won)
145,Expected (Higher Rated Won)
206,Expected (Higher Rated Won)
1,Upset (Lower Rated Won)
144,Expected (Higher Rated Won)
296,Upset (Lower Rated Won)
0,Expected (Higher Rated Won)
125,Expected (Higher Rated Won)
258,Expected (Higher Rated Won)
1,Upset (Lower Rated Won)
1,Expected (Higher Rated Won)
12,Upset (Lower Rated Won)
8,Upset (Lower Rated Won)
1,Expected (Higher Rated Won)
84,Expected (Higher Rated Won)
108,Expected (Higher Rated Won)
1,Upset (Lower Rated Won)
1,Expected (Higher Rated Won)
97,Expected (Higher Rated Won)
194,Upset (Lower Rated Won)
103,Expected (Higher Rated Won)
239,Upset (Lower Rated Won)
396,Expected (Higher Rated Won)
124,Upset (Lower Rated Won)
315,Expected (Higher Rated Won)
35,Expected (Higher Rated Won)
196,Expected (Higher Rated Won)
396,Upset (Lower Rated Won)
144,Expected (Higher Rated Won)
122,Expected (Higher Rated Won)
35,Upset (Lower Rated Won)
233,Upset (Lower Rated Won)
87,Expected (Higher Rated Won)
186,Expected (Higher Rated Won)
169,Upset (Lower Rated Won)
396,Expected (Higher Rated Won)
377,Expected (Higher Rated Won)
396,Expected (Higher Rated Won)
396,Upset (Lower Rated Won)
252,Expected (Higher Rated Won)
80,Upset (Lower Rated Won)
232,Expected (Higher Rated Won)
396,Expected (Higher Rated Won)
326,Expected (Higher Rated Won)
326,Expected (Higher Rated Won)
304,Expected (Higher Rated Won)
304,Expected (Higher Rated Won)
395,Expected (Higher Rated Won)
308,Expected (Higher Rated Won)
159,Expected (Higher Rated Won)
19,Expected (Higher Rated Won)
59,Expected (Higher Rated Won)
74,Upset (Lower Rated Won)
27,Upset (Lower Rated Won)
175,Expected (Higher Rated Won)
201,Expected (Higher Rated Won)
28,Upset (Lower Rated Won)
36,Expected (Higher Rated Won)
220,Expected (Higher Rated Won)
211,Expected (Higher Rated Won)
189,Expected (Higher Rated Won)
51,Expected (Higher Rated Won)
96,Upset (Lower Rated Won)
0,Expected (Higher Rated Won)
163,Expected (Higher Rated Won)
117,Expected (Higher Rated Won)
64,Upset (Lower Rated Won)
173,Expected (Higher Rated Won)
173,Upset (Lower Rated Won)
47,Upset (Lower Rated Won)
187,Expected (Higher Rated Won)
355,Upset (Lower Rated Won)
187,Expected (Higher Rated Won)
90,Upset (Lower Rated Won)
22,Upset (Lower Rated Won)
187,Upset (Lower Rated Won)
187,Expected (Higher Rated Won)
74,Expected (Higher Rated Won)
187,Expected (Higher Rated Won)
115,Expected (Higher Rated Won)
235,Expected (Higher Rated Won)
6,Upset (Lower Rated Won)
187,Expected (Higher Rated Won)
86,Upset (Lower Rated Won)
99,Expected (Higher Rated Won)
245,Expected (Higher Rated Won)
93,Expected (Higher Rated Won)
75,Expected (Higher Rated Won)
45,Upset (Lower Rated Won)
45,Upset (Lower Rated Won)
45,Expected (Higher Rated Won)
171,Expected (Higher Rated Won)
585,Expected (Higher Rated Won)
585,Upset (Lower Rated Won)
585,Upset (Lower Rated Won)
38,Upset (Lower Rated Won)
111,Upset (Lower Rated Won)
391,Expected (Higher Rated Won)
214,Expected (Higher Rated Won)
137,Expected (Higher Rated Won)
68,Upset (Lower Rated Won)
321,Expected (Higher Rated Won)
53,Expected (Higher Rated Won)
106,Expected (Higher Rated Won)
160,Expected (Higher Rated Won)
239,Expected (Higher Rated Won)
113,Upset (Lower Rated Won)
136,Upset (Lower Rated Won)
178,Expected (Higher Rated Won)
14,Expected (Higher Rated Won)
33,Expected (Higher Rated Won)
39,Upset (Lower Rated Won)
22,Upset (Lower Rated Won)
304,Expected (Higher Rated Won)
25,Upset (Lower Rated Won)
131,Upset (Lower Rated Won)
131,Upset (Lower Rated Won)
211,Expected (Higher Rated Won)
226,Expected (Higher Rated Won)
60,Expected (Higher Rated Won)
246,Expected (Higher Rated Won)
68,Expected (Higher Rated Won)
542,Expected (Higher Rated Won)
306,Upset (Lower Rated Won)
15,Upset (Lower Rated Won)
55,Expected (Higher Rated Won)
60,Expected (Higher Rated Won)
51,Upset (Lower Rated Won)
250,Expected (Higher Rated Won)
49,Expected (Higher Rated Won)
275,Upset (Lower Rated Won)
86,Upset (Lower Rated Won)
331,Upset (Lower Rated Won)
157,Upset (Lower Rated Won)
192,Expected (Higher Rated Won)
55,Expected (Higher Rated Won)
14,Upset (Lower Rated Won)
9,Upset (Lower Rated Won)
21,Upset (Lower Rated Won)
139,Expected (Higher Rated Won)
43,Upset (Lower Rated Won)
42,Expected (Higher Rated Won)
75,Upset (Lower Rated Won)
8,Upset (Lower Rated Won)
98,Expected (Higher Rated Won)
98,Upset (Lower Rated Won)
98,Expected (Higher Rated Won)
89,Expected (Higher Rated Won)
9,Expected (Higher Rated Won)
76,Upset (Lower Rated Won)
99,Expected (Higher Rated Won)
7,Expected (Higher Rated Won)
482,Expected (Higher Rated Won)
661,Upset (Lower Rated Won)
1169,Expected (Higher Rated Won)
91,Expected (Higher Rated Won)
991,Expected (Higher Rated Won)
727,Expected (Higher Rated Won)
295,Expected (Higher Rated Won)
295,Expected (Higher Rated Won)
432,Expected (Higher Rated Won)
13,Expected (Higher Rated Won)
232,Expected (Higher Rated Won)
261,Upset (Lower Rated Won)
131,Expected (Higher Rated Won)
66,Upset (Lower Rated Won)
187,Upset (Lower Rated Won)
851,Expected (Higher Rated Won)
12,Upset (Lower Rated Won)
142,Upset (Lower Rated Won)
38,Expected (Higher Rated Won)
265,Upset (Lower Rated Won)
1,Upset (Lower Rated Won)
3,Expected (Higher Rated Won)
3,Upset (Lower Rated Won)
14,Expected (Higher Rated Won)
41,Expected (Higher Rated Won)
74,Upset (Lower Rated Won)
74,Upset (Lower Rated Won)
219,Expected (Higher Rated Won)
123,Upset (Lower Rated Won)
51,Upset (Lower Rated Won)
87,Upset (Lower Rated Won)
87,Upset (Lower Rated Won)
87,Expected (Higher Rated Won)
275,Expected (Higher Rated Won)
187,Expected (Higher Rated Won)
93,Expected (Higher Rated Won)
52,Expected (Higher Rated Won)
93,Upset (Lower Rated Won)
23,Expected (Higher Rated Won)
732,Expected (Higher Rated Won)
75,Upset (Lower Rated Won)
111,Upset (Lower Rated Won)
150,Upset (Lower Rated Won)
37,Expected (Higher Rated Won)
315,Expected (Higher Rated Won)
41,Expected (Higher Rated Won)
52,Expected (Higher Rated Won)
27,Upset (Lower Rated Won)
265,Expected (Higher Rated Won)
328,Upset (Lower Rated Won)
302,Upset (Lower Rated Won)
242,Expected (Higher Rated Won)
199,Expected (Higher Rated Won)
45,Upset (Lower Rated Won)
8,Upset (Lower Rated Won)
11,Expected (Higher Rated Won)
41,Expected (Higher Rated Won)
6,Upset (Lower Rated Won)
26,Expected (Higher Rated Won)
102,Upset (Lower Rated Won)
150,Upset (Lower Rated Won)
100,Upset (Lower Rated Won)
33,Upset (Lower Rated Won)
82,Upset (Lower Rated Won)
9,Expected (Higher Rated Won)
16,Upset (Lower Rated Won)
12,Expected (Higher Rated Won)
43,Upset (Lower Rated Won)
70,Expected (Higher Rated Won)
34,Upset (Lower Rated Won)
180,Expected (Higher Rated Won)
123,Upset (Lower Rated Won)
187,Expected (Higher Rated Won)
31,Expected (Higher Rated Won)
3,Upset (Lower Rated Won)
24,Upset (Lower Rated Won)
198,Expected (Higher Rated Won)
15,Expected (Higher Rated Won)
28,Upset (Lower Rated Won)
14,Upset (Lower Rated Won)
136,Expected (Higher Rated Won)
52,Expected (Higher Rated Won)
70,Upset (Lower Rated Won)
107,Expected (Higher Rated Won)
68,Upset (Lower Rated Won)
21,Upset (Lower Rated Won)
224,Expected (Higher Rated Won)
86,Expected (Higher Rated Won)
63,Expected (Higher Rated Won)
105,Expected (Higher Rated Won)
594,Expected (Higher Rated Won)
115,Upset (Lower Rated Won)
33,Expected (Higher Rated Won)
136,Upset (Lower Rated Won)
86,Upset (Lower Rated Won)
79,Expected (Higher Rated Won)
504,Expected (Higher Rated Won)
140,Upset (Lower Rated Won)
2,Upset (Lower Rated Won)
134,Upset (Lower Rated Won)
76,Expected (Higher Rated Won)
27,Expected (Higher Rated Won)
28,Upset (Lower Rated Won)
254,Expected (Higher Rated Won)
311,Upset (Lower Rated Won)
178,Upset (Lower Rated Won)
7,Upset (Lower Rated Won)
30,Expected (Higher Rated Won)
30,Expected (Higher Rated Won)
262,Expected (Higher Rated Won)
18,Expected (Higher Rated Won)
288,Expected (Higher Rated Won)
2,Upset (Lower Rated Won)
48,Upset (Lower Rated Won)
330,Expected (Higher Rated Won)
330,Expected (Higher Rated Won)
69,Upset (Lower Rated Won)
10,Upset (Lower Rated Won)
159,Expected (Higher Rated Won)
108,Expected (Higher Rated Won)
632,Expected (Higher Rated Won)
26,Expected (Higher Rated Won)
52,Upset (Lower Rated Won)
189,Upset (Lower Rated Won)
27,Upset (Lower Rated Won)
14,Upset (Lower Rated Won)
12,Upset (Lower Rated Won)
258,Expected (Higher Rated Won)
119,Expected (Higher Rated Won)
37,Expected (Higher Rated Won)
28,Upset (Lower Rated Won)
24,Expected (Higher Rated Won)
9,Expected (Higher Rated Won)
16,Expected (Higher Rated Won)
161,Expected (Higher Rated Won)
66,Upset (Lower Rated Won)
26,Upset (Lower Rated Won)
137,Expected (Higher Rated Won)
526,Upset (Lower Rated Won)
47,Upset (Lower Rated Won)
313,Expected (Higher Rated Won)
180,Expected (Higher Rated Won)
65,Expected (Higher Rated Won)
97,Expected (Higher Rated Won)
16,Expected (Higher Rated Won)
13,Expected (Higher Rated Won)
